v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,Name
0.233176621,0.937544251,234.8803123,30.36492876,0.121883143,0.551208822,1.19679243,0.950526646,0.948317375,0.73217051,4.896033717,4.834079803,4.896033717,3.512226333,13.18348903,1.073020107,0.233176621,0.369837813,-0.696283945,0.849414824,0.987473244,0.996899461,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXL_1_t1ce.png'
0.141430439,0.95169667,130.757,20.80096055,0.079264844,0.582568548,1.022102318,0.96663919,0.965389574,0.750938882,4.13602332,4.116634675,4.13602332,3.300525774,11.26566861,0.944433701,0.141430439,0.271349224,-0.747536954,0.839521654,0.991751325,0.998116246,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXM_1_t1ce.png'
0.25786111,0.908762921,143.3570213,20.34803268,0.118248162,0.552558153,1.155640421,0.953311754,0.951509042,0.733774724,4.067866265,3.990096531,4.067866265,3.289917564,10.4380893,1.044166098,0.25786111,0.353095154,-0.690828729,0.839439915,0.9880596,0.996779896,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXN_1_t1ce.png'
0.214927532,0.961380403,331.4224943,42.6683098,0.118099795,0.516507916,1.253598734,0.951397516,0.949343348,0.706948192,6.77750505,6.732745431,6.77750505,4.028690387,19.24441851,1.142714731,0.214927532,0.362897221,-0.71206106,0.866004691,0.987782978,0.997075264,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXO_1_t1ce.png'
0.137443088,0.95288879,169.1170913,25.90487425,0.07071522,0.682070724,0.80384764,0.971341472,0.970067805,0.818872229,3.794908276,3.774195343,3.794908276,3.088176111,11.21521696,0.739171174,0.137443088,0.243811315,-0.747378774,0.785374972,0.992742187,0.998198078,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXQ_1_t1ce.png'
0.240446583,0.916417911,185.4937442,25.02939665,0.10658284,0.617967198,1.037087801,0.960375361,0.957877514,0.780018731,3.878877093,3.807716917,3.878877093,3.155664358,10.47286125,0.928611475,0.240446583,0.320552332,-0.693003605,0.816735182,0.989376445,0.996889516,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AXW_1_t1ce.png'
0.202854202,0.902830784,133.1762008,17.27949011,0.105989373,0.601669022,1.041403177,0.957916759,0.955541962,0.76577554,3.235298236,3.180376666,3.235298236,2.991978932,8.219246278,0.931196716,0.202854202,0.331511897,-0.682811986,0.812589607,0.98914435,0.997236202,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AYA_1_t1ce.png'
0.133585557,0.959149288,245.7879738,34.33066438,0.080692872,0.704607383,0.820491802,0.965694082,0.964337574,0.836694764,3.947184254,3.928153485,3.947184254,3.072393617,11.81587022,0.746609178,0.133585557,0.277503445,-0.719512402,0.776084912,0.991539363,0.998136552,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AYI_1_t1ce.png'
0.16841461,0.951732751,205.8080508,27.55555871,0.10072236,0.550686206,1.172795002,0.957804943,0.955895289,0.732244694,4.696962573,4.666694485,4.696962573,3.467734906,12.56293167,1.069209422,0.16841461,0.32614932,-0.71312877,0.852889546,0.989472828,0.997622413,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AYU_1_t1ce.png'
0.130544042,0.968436653,178.3451421,27.23116541,0.086664627,0.537264628,1.112546369,0.962251635,0.960811107,0.714329429,5.494969593,5.487792213,5.494969593,3.733681995,15.46136707,1.028125598,0.130544042,0.296217801,-0.739879835,0.853946186,0.990810609,0.998115,'C:\Users\hp\OneDrive\Documents\Train\malignanat\Axial\aBrats18_CBICA_AYW_1_t1ce.png'
