v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,Name
0.167821144,0.940773495,219.4070123,28.93582199,0.090837437,0.682559732,0.896997742,0.963367299,0.961378382,0.82279467,3.645667148,3.608655335,3.645667148,3.017145613,10.38219666,0.807412184,0.167821144,0.297081841,-0.700645873,0.787349011,0.990641385,0.997699663,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXL_1_t1ce.png'
0.15882642,0.920767958,103.015562,16.65824763,0.083845662,0.698666244,0.806734233,0.966466979,0.964594425,0.832327222,2.969968666,2.93463525,2.969968666,2.836731855,8.302101093,0.72680738,0.15882642,0.278119905,-0.702974523,0.763493658,0.991391956,0.997844297,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXM_1_t1ce.png'
0.273569422,0.89829993,186.090639,23.72280965,0.120844577,0.615008929,1.044388703,0.954659373,0.952075444,0.778182695,3.710953947,3.622481246,3.710953947,3.107593587,9.865184002,0.926119888,0.273569422,0.354254738,-0.673015747,0.808287815,0.987946542,0.996489457,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXN_1_t1ce.png'
0.195880973,0.958022987,308.4166369,42.74946159,0.105006445,0.616406963,1.012073218,0.957661732,0.955552137,0.778841072,5.445722321,5.403158354,5.445722321,3.559722184,16.12055245,0.91706063,0.195880973,0.330635616,-0.697910966,0.813679409,0.989196253,0.997319401,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXO_1_t1ce.png'
0.197383185,0.931909948,183.9942812,26.2718654,0.09295166,0.665494694,0.904800016,0.963869924,0.961979387,0.810313332,3.78463476,3.733941636,3.78463476,3.087527007,10.77471344,0.812799171,0.197383185,0.295347641,-0.70518815,0.791686828,0.990607444,0.997454067,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXQ_1_t1ce.png'
0.150425163,0.928961857,188.645739,23.6465546,0.070344303,0.75165766,0.722971536,0.973283849,0.971591146,0.864921505,2.89005269,2.857373355,2.89005269,2.737752803,8.439246853,0.650980492,0.150425163,0.23517965,-0.714645321,0.743258954,0.992922318,0.998023542,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AXW_1_t1ce.png'
0.214111516,0.896739777,106.5622109,16.17090917,0.106879573,0.632785306,0.994842619,0.958286737,0.95591866,0.790181842,3.154573489,3.093239121,3.154573489,2.941793937,8.165473383,0.884476034,0.214111516,0.330260948,-0.687675419,0.8046556,0.989133107,0.997117642,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AYA_1_t1ce.png'
0.160551182,0.95804048,258.8760947,36.12919595,0.093545127,0.639666636,0.968248628,0.960854936,0.959119062,0.794966664,4.63029469,4.601774835,4.63029469,3.327992137,13.47523652,0.881950915,0.160551182,0.308223435,-0.707754611,0.808550877,0.99024308,0.99778102,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AYI_1_t1ce.png'
0.194211849,0.93427999,178.6857791,25.00142258,0.096030267,0.615648151,1.019844101,0.962961211,0.960623713,0.777329587,3.980866944,3.933448317,3.980866944,3.195612058,10.89428241,0.92004318,0.194211849,0.302842535,-0.708453546,0.820572422,0.990260984,0.997377507,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AYU_1_t1ce.png'
0.171715767,0.940793167,166.2451853,25.47842089,0.09508443,0.665005249,0.913861364,0.961460049,0.959362769,0.810906798,3.79706133,3.759321594,3.79706133,3.095186432,10.81574827,0.81770423,0.171715767,0.30837133,-0.692335205,0.787423155,0.990176014,0.997621022,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AYW_1_t1ce.png'
0.106619931,0.965849369,451.1744279,46.32396525,0.044973619,0.779888083,0.632006637,0.983569252,0.982648686,0.881288193,3.543014573,3.533943491,3.543014573,2.846913512,11.19783564,0.597389498,0.106619931,0.158783525,-0.794030312,0.751617914,0.995559681,0.998633595,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_150_1_t1ce.png'
0.283027791,0.933749989,358.9583213,41.44795621,0.120176927,0.588686483,1.098874785,0.955803429,0.952997365,0.756864272,5.164970161,5.078087184,5.164970161,3.512003783,14.65584144,0.983242132,0.283027791,0.349558448,-0.704509559,0.835073948,0.988097762,0.996423346,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AZD_1_t1ce.png'
0.203243664,0.961992266,400.683419,51.84752924,0.108029414,0.599439377,1.096678698,0.956340397,0.95426243,0.768733599,6.041543658,5.99751486,6.041543658,3.701579177,17.83301257,0.992077771,0.203243664,0.337772721,-0.702184107,0.833533718,0.98888951,0.997244409,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_AZH_1_t1ce.png'
0.129524021,0.906165594,128.5600005,15.4488781,0.055062546,0.806916593,0.554346783,0.979635363,0.97842209,0.896996504,2.225937523,2.200146512,2.225937523,2.509769012,6.655486563,0.503698977,0.129524021,0.189584882,-0.734580784,0.688914296,0.994541495,0.998369651,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_BHB_1_t1ce.png'
0.146419265,0.936921839,129.5943355,19.21408744,0.083252195,0.643906284,0.93536292,0.965604664,0.963908604,0.796849065,3.361551239,3.33494682,3.361551239,2.998358695,9.113724772,0.849481525,0.146419265,0.281147127,-0.715016504,0.804288455,0.991351449,0.99798198,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_BHM_1_t1ce.png'
0.155599447,0.976513811,645.5338281,74.69545601,0.066208585,0.633164641,0.903735422,0.975823986,0.974438523,0.787158873,6.926559271,6.908411458,6.926559271,3.833347243,21.94554355,0.858309537,0.155599447,0.216126638,-0.785675591,0.830337754,0.993456742,0.997992673,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_151_1_t1ce.png'
0.204968426,0.963584517,563.9620075,65.35141912,0.101130368,0.646660547,0.986587145,0.960528209,0.958516622,0.800103857,5.988846574,5.942285402,5.988846574,3.594699604,18.32162771,0.898520285,0.204968426,0.314737602,-0.706145307,0.812003047,0.989735387,0.997247024,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Melignent\Sagittal\sBrats18_CBICA_179_1_t1ce.png'
