v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,Name
0.093378214,0.977345049,320.3220658,42.17004517,0.066023127,0.634285987,0.987727814,0.970600004,0.969553734,0.791656235,4.85965232,4.865487152,4.85965232,3.377157111,14.1723365,0.923140031,0.093378214,0.24339965,-0.760967014,0.838313927,0.992940738,0.998639171,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_2013_9_1_t1ce.png'
0.177186784,0.977078857,823.4590743,91.03767433,0.062888883,0.629979584,0.890829084,0.978833421,0.97770831,0.784516093,7.812199067,7.785934849,7.812199067,4.004692093,25.18098731,0.858643796,0.177186784,0.192115254,-0.804642023,0.835820519,0.994013293,0.997831092,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_141_1_t1ce.png'
0.137035079,0.977028704,708.3783606,78.48439694,0.074702571,0.677355868,0.904083454,0.969330432,0.968161494,0.820300257,6.05903005,6.045567085,6.05903005,3.539117775,19.02876983,0.849355511,0.137035079,0.254534011,-0.752122661,0.814692224,0.992285587,0.998126389,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_177_1_t1ce.png'
0.19558424,0.970347777,791.7437701,86.35462285,0.101260189,0.667726628,0.95493477,0.959055759,0.957418434,0.814615962,6.58952112,6.548668874,6.58952112,3.659776894,20.76307943,0.872881379,0.19558424,0.318541415,-0.701921989,0.802477751,0.989618381,0.997376338,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_254_1_t1ce.png'
0.264723065,0.973892441,1234.534461,122.3834458,0.128429818,0.571779533,1.207172045,0.949237336,0.947001096,0.751105795,10.01754044,9.954933652,10.01754044,4.479928784,31.46585833,1.095972141,0.264723065,0.378082066,-0.697530926,0.851792865,0.986959272,0.996540034,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_255_1_t1ce.png'
0.193952207,0.961126732,442.1088094,55.26619264,0.08314092,0.668464918,0.875427112,0.969168487,0.967597282,0.812603741,5.43426593,5.391112842,5.43426593,3.460298031,16.79921065,0.811813646,0.193952207,0.261015153,-0.731237936,0.797150085,0.991758029,0.997516044,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_312_1_t1ce.png'
0.274255617,0.966328511,938.2282496,98.80402011,0.120733302,0.588984599,1.176497371,0.954799692,0.952389571,0.763077123,8.222148379,8.148922951,8.222148379,4.105377361,25.27416759,1.062624751,0.274255617,0.351667704,-0.708372159,0.851384882,0.987973695,0.996460288,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_402_1_t1ce.png'
0.183455272,0.972199047,743.9300579,84.13033895,0.080563051,0.676670372,0.853013077,0.970131159,0.968556923,0.818241671,6.596144007,6.56140058,6.596144007,3.662614405,21.24752493,0.793257053,0.183455272,0.253804425,-0.73726121,0.794150535,0.991994594,0.997598795,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_428_1_t1ce.png'
0.103541325,0.979307071,564.6404902,66.16042682,0.040819354,0.716905994,0.728127848,0.985929815,0.984996278,0.842731429,5.180810321,5.180432303,5.180810321,3.304754221,16.69136808,0.69947151,0.103541325,0.139328192,-0.833087799,0.804005092,0.996041496,0.998662702,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_451_1_t1ce.png'
0.225331738,0.978596855,1450.214876,142.3696349,0.058308065,0.636669628,0.836814154,0.984040967,0.983024291,0.787705975,9.889510804,9.844298551,9.889510804,4.332656411,33.19872274,0.81582426,0.225331738,0.151475412,-0.83686075,0.836691747,0.994903812,0.997501292,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_462_1_t1ce.png'
0.226221938,0.973370026,1148.426346,115.0909893,0.110700012,0.627824662,1.090297248,0.956781214,0.954519211,0.789152549,8.218921696,8.168331154,8.218921696,4.016932336,25.96462805,0.983645853,0.226221938,0.338343151,-0.703409576,0.832849369,0.988769715,0.996989961,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_2013_0_1_t1ce.png'
0.184994575,0.980306862,1295.153583,130.0849246,0.05291123,0.656610782,0.804461866,0.984593246,0.983641386,0.802338628,8.843309974,8.814690146,8.843309974,4.10378242,29.62603317,0.783645651,0.184994575,0.146646472,-0.838932588,0.829039628,0.995245355,0.997855056,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_493_1_t1ce.png'
0.120399477,0.977806339,420.5934638,54.47703833,0.079932493,0.612343888,1.020116253,0.965305072,0.963857854,0.775029905,6.055470121,6.052651589,6.055470121,3.688022181,18.25782702,0.944242161,0.120399477,0.278782954,-0.740255011,0.835745463,0.991527514,0.998257579,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA09_620_1_t1ce.png'
0.216522473,0.977522869,1399.765004,134.7359438,0.082324904,0.623193908,1.028482543,0.97035659,0.969066182,0.784080266,9.145132217,9.102131842,9.145132217,4.192320175,29.45478529,0.966597946,0.216522473,0.251422079,-0.774916802,0.853095837,0.99199951,0.997381831,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_103_1_t1ce.png'
0.186515333,0.963498142,519.2781145,62.88477437,0.067469701,0.700858396,0.795031862,0.97623481,0.975137255,0.833662522,5.350267265,5.309501952,5.350267265,3.375135616,16.95000032,0.745113258,0.186515333,0.212624323,-0.772338873,0.795136761,0.99350694,0.997792258,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_110_1_t1ce.png'
0.172865608,0.971359744,865.3176121,86.01016925,0.103059133,0.634312736,1.126985566,0.956640177,0.954777266,0.794595747,6.152925809,6.122068601,6.152925809,3.572463163,18.39563537,1.023544095,0.172865608,0.332358834,-0.710906219,0.843496758,0.989223988,0.997578399,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_130_1_t1ce.png'
0.225331738,0.977087444,1306.063066,131.2205125,0.077076437,0.638011034,0.887818956,0.974074144,0.972730728,0.791359501,9.318603461,9.271742658,9.318603461,4.227149229,30.91025811,0.840890771,0.225331738,0.227762281,-0.773787549,0.82090322,0.992697168,0.997332596,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_152_1_t1ce.png'
0.231322039,0.976678661,1298.213152,129.7751685,0.081638709,0.623427839,0.95578913,0.971811642,0.970557818,0.782698603,9.481535173,9.432572027,9.481535173,4.284288907,31.017196,0.906313583,0.231322039,0.240439987,-0.769097876,0.83493394,0.992200932,0.997247701,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_175_1_t1ce.png'
0.219230163,0.964939018,755.6697875,81.84016458,0.101223097,0.652900591,1.023856315,0.960576053,0.958950443,0.805695422,6.348516713,6.295240215,6.348516713,3.621294313,19.51127122,0.933385703,0.219230163,0.311639299,-0.718023015,0.826063841,0.98980286,0.997179471,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_202_1_t1ce.png'
0.17529511,0.975474096,985.4594807,102.2256938,0.077781178,0.688897071,0.869021658,0.970443976,0.969018504,0.827088028,6.870105209,6.839439545,6.870105209,3.662466038,22.27481451,0.806696667,0.17529511,0.252504721,-0.742532724,0.801045596,0.992226126,0.997761172,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_241_1_t1ce.png'
0.276128745,0.969159177,1135.635905,115.765083,0.105933736,0.622911524,1.038432227,0.961451725,0.95980959,0.784645914,8.682443803,8.608710973,8.682443803,4.132843724,27.70259248,0.959199589,0.276128745,0.308490957,-0.719380892,0.829817458,0.989670824,0.9966863,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_TCIA10_261_1_t1ce.png'
0.133641194,0.974244626,447.7443278,55.46246651,0.082380542,0.604866749,1.099373782,0.965015581,0.963451084,0.773147504,5.802703896,5.792101334,5.802703896,3.613579251,17.00510762,1.013383855,0.133641194,0.282472516,-0.743927052,0.853274783,0.991347003,0.998113933,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Sagittal\sBrats18_2013_15_1_t1ce.png'
